flower_img_url,name,common_name,scientific_name,description,bloom_start,bloom_end,habitat
http://extension.colostate.edu/county/jeffco/natural/plant_images/maianthemum_stellatum_1_main_285x400.jpg,WILD LILY-OF-THE-VALLEY,"star solomon's seal; star solomon's plume, few-flowered false solomon seal",Maianthemum stellatum,flowers in a raceme (stalked flowers along a main axis).,3,5,"shady, moist areas in the forested mountains."
http://extension.colostate.edu/county/jeffco/natural/plant_images/malva_neglecta_306x400.jpg,CHEESEWEED,common mallow,Malva neglecta,flower pedicels (stalks) longer than the calyx (ring of sepals); plants procumbent (trailing on the ground).,6,8,"gardens, lawns, cultivated areas, waste places."
http://extension.colostate.edu/county/jeffco/natural/plant_images/medicago_lupulina_400x310.jpg,BLACK MEDIC,hop clover,Medicago lupulina,plants decumbent (lying flat on the ground except for the ascending tips of the branches); leaves trifoliolate (having 3 leaflets).,6,8,"disturbed areas, lawns, gardens, meadows."
http://extension.colostate.edu/county/jeffco/natural/plant_images/mertensia_ciliata_1_main_336x400.jpg,CHIMING BELLS,languid ladies,Mertensia ciliata,"leaves glabrous (hairless), sometimes with papillae (tiny wart-like structures) above.",6,8,"streamsides, near springs, ponds and other very moist areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/phacelia_heterophylla_345x400.jpg,SCORPIONWEED,varileaf phacelia,Phacelia heterophylla,leaves entire (without indentations); flowers in cymes (opposite branched flower clusters); cyme helicoid (coiled like a snail); stamens exserted.,3,6,open or disturbed ground of the lower mountains.
http://extension.colostate.edu/county/jeffco/natural/plant_images/populus_tremuloides_1_main_400x266.jpg,ASPEN,quaking aspen,Populus tremuloides,"tree with smooth greenish or whitish bark; leaves quake in breeze due to flattened petiole (leaf stem).",3,5,"moist slopes, streamsides, burned areas at 5,000 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/quercus_gambelii_1_main_400x271.jpg,GAMBEL OAK,scrub oak,Quercus gambelii,"leaves usually over 2 inches long, not rigid.",3,5,"foothills, Jefferson County and south at 5,000 to 9,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/rosa_woodsii_1_main_400x316.jpg,WOODS ROSE,wild rose,Rosa woodsii,"leaflets 5 - 7; flowering stems with broad-based thorns, occasional bristles; sepals 2 mm wide at base.",6,8,"valleys, gulches, trailsides at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/rubus_idaeus_375x400.jpg,WILD RED RASPBERRY,wild raspberry,Rubus idaeus,stems with prickles; leaves glaucous (contains white waxy covering) underneath.,6,8,moist forests and slopes.
http://extension.colostate.edu/county/jeffco/natural/plant_images/rudbeckia_ampla_299x400.jpg,WILD GOLDEN GLOW,"goldenglow, tall coneflower",Rudbeckia ampla,stems over 3 ft. tall; ray flowers drooping; disk cone-shaped and greenish.,6,8,streamsides and moist areas.
http://extension.colostate.edu/county/jeffco/natural/plant_images/scrophularia_lanceolata_161x400.jpg,FIGWORT,"lance-leaf figwort, bunny-in-the-grass",Scrophularia lanceolata,square stem.,5,8,"disturbed areas such as fencerows, ravines, roadside ditches and around buildings."
http://extension.colostate.edu/county/jeffco/natural/plant_images/swida_sericea_298x400.jpg,RED OSIER DOGWOOD,red osier,Swida sericea,branches red; leaves opposite.,6,8,"shaded canyons at 4,500 to 10,000 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/thalictrum_fendleri_289x400.jpg,FENDLER MEADOWRUE,white meadowrue,Thalictrum fendleri,flowers mostly unisexual (either male or female); anthers much longer than wide; upper and lower edges of fruits mostly convex.,3,6,"meadows, aspen groves from 5,000 to 9,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/tragopogon_dubius_1_main_303x400.jpg,YELLOW SALSIFY,goatsbeard,Tragopogon dubius,flowers shorter than the phyllaries (bracts - small leaf-like structures - below a composite flower head); peduncles (stalk of a flower cluster) swollen in fruit.,6,8,"dry, hot valleys."
http://extension.colostate.edu/county/jeffco/natural/plant_images/verbascum_thapsus_357x400.jpg,MULLEIN,"common mullein, great mullein",Verbascum thapsus,leaves decurrent (base of leaves continue down the stem beyond the point of attachment); foliage woolly-pubescent (covered in dense hair-like wool).,6,9,"disturbed areas, roadsides, burned areas."
