flower_img_url,name,common_name,scientific_name,description,bloom_start,bloom_end,habitat
http://extension.colostate.edu/county/jeffco/natural/plant_images/chamerion_danielsii_1_main_268x400.jpg,COMMON FIREWEED,fireweed,Chamerion danielsii,"raceme (flower cluster with stalked flowers along a main axis) not leafy; styles hairy at the base, exceeding the stamens.",6,9,"burned areas, roadsides, forest openings."
http://extension.colostate.edu/county/jeffco/natural/plant_images/convolvulus_arvensis_400x227.jpg,FIELD BINDWEED,"field bindweed, creeping jenny, morning glory",Convolvulus arvensis,"leaves triangular-hastate (arrowhead-shaped), glabrous (hairless) or nearly so.",6,8,"roadsides, cultivated fields and waste places."
http://extension.colostate.edu/county/jeffco/natural/plant_images/distegia_involucrata_400x324.jpg,TWINBERRY,bush honeysuckle,Distegia involucrata,"flowers seated in conspicuous, leaflike cup of bracts (small leaf-like structures).",3,5,"along mountain streams and moist slopes at 6,000 to 10,000 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/elymus_elymoides_400x292.jpg,SQUIRRELTAIL,bottlebrush squirreltail,Elymus elymoides,"two spikelets (in grasses, the smallest flower cluster) per node; glumes (basal empty bracts - small leaf-like structures - enclosing the base of grass spikelet - smallest flower cluster) and lemmas (outer bract of grass floret) awned (containing a stiff bristlelike appendage), the awns long and spreading.",5,5,"dry hillsides, open woodlands, rocky slopes, distrubed sites at 3,500 to 11,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/erigeron_flagellaris_400x380.jpg,WHIPLASH DAISY,"whiplash erigeron, trailing daisy, trailing fleabane",Erigeron flagellaris,stolons ( horizontal stems that take root as in the strawberry) rooting at the tips; stem hairs appressed (lying flat); pappus (hairlike extension of the ovary) of 2 rows of bristles of different lengths.,3,8,"dry meadows at 6,500 to 10,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/eriogonum_umbellatum_1_main_301x400.jpg,SULPHUR FLOWER,sulfur buckwheat,Eriogonum umbellatum,"grows in broad, loose mats; perianth (petals and sepals) narrowed at the base to a stipe (stalk) and externally glabrous (smooth).",6,8,"forest openings, dry meadows, rocky slopes at 5,000 to 11,500 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/erysimum_capitatum_376x400.jpg,ALPINE WALLFLOWER,little wallflower,Erysimum capitatum,"siliques (fruits) almost glabrous (hairless) and ascending, nearly parallel to the stem although pedicels (stalks) may spread widely.",3,8,gravelly slopes and hillsides and forest openings.
http://extension.colostate.edu/county/jeffco/natural/plant_images/frasera_speciosa_232x400.jpg,GREEN GENTIAN,"monument plant, elkweed",Frasera speciosa,"fleshy leaves in whorls; blooming plant tall, up to 6 ft.; flowers greenish-white.",6,8,pine forests and meadows.
http://extension.colostate.edu/county/jeffco/natural/plant_images/gaillardia_aristata_1_main_400x257.jpg,BLANKETFLOWER,brown-eyed susan,Gaillardia aristata,grows in clumps with erect or spreading stems; pappus (extension of the ovary) twice as long as the basal scale; leaves stiff-hairy.,6,8,"meadows, hillsides, open areas at 7,000 to 9,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/galium_septentrionale_177x400.jpg,BEDSTRAW,northern bedstraw,Galium septentrionale,"leaves lanceolate (lance-shaped), blunt-tipped, 4 at a node (point on a stem where leaves or branches occur); inflorescence (flower cluster) pyramidal.",5,8,moist meadows and woodlands.
http://extension.colostate.edu/county/jeffco/natural/plant_images/geranium_caespitosum_1_main_338x400.jpg,PARRY GERANIUM,wild geranium,Geranium caespitosum,"plants with many hairy stems, these often sprawling.",5,8,"dry slopes, meadows, forest openings."
http://extension.colostate.edu/county/jeffco/natural/plant_images/geranium_richardsonii_400x257.jpg,RICHARDSON GERANIUM,white geranium,Geranium richardsonii,"petals white with purple veins, pilose (having long, soft hairs) on the lower half; plant erect with a single or a few stems.",5,10,"moist, shaded areas; aspen groves, spruce-fir forests."
http://extension.colostate.edu/county/jeffco/natural/plant_images/grindelia_squarrosa_400x264.jpg,GUMWEED,curly-cup gumweed,Grindelia squarrosa,"cauline leaves oblong and sessile by a broad, clasping base; pappus (extension of the ovary) bristles smooth; phyllaries (bracts - small leaf-like structures - on the lower portion of the composite head) recurved and sticky.",6,8,"roadsides, fields, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/hackelia_floribunda_311x400.jpg,STICKSEED FORGET-ME-NOT,false forget-me-not,Hackelia floribunda,flower clusters arising from leaf axils (angle between leaves and stem).,6,8,"forest clearings, slopes, roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ipomopsis_aggregata_400x225.jpg,FAIRY TRUMPET,"skyrocket, scarlet gilia (red form), white gilia",Ipomopsis aggregata,ovary with 3 locules (compartments); corolla (petals) salverform (with a long narrow tube opening into a wider cup i.e. trumpet-shaped).,3,5,gravelly open areas.
http://extension.colostate.edu/county/jeffco/natural/plant_images/limnorchis_stricta_132x400.jpg,PURPLE BOG ORCHID,"green bog orchid, New Mexico bog orchid",Limnorchis stricta,"spur (hollow projection of a petal or sepal) saccate (bag-shaped) to clavate (club-shaped), about half as long as the lip (middle petal).",7,,swampy forests and meadows.
http://extension.colostate.edu/county/jeffco/natural/plant_images/linaria_vulgaris_298x400.jpg,BUTTER AND EGGS,yellow toadflax,Linaria vulgaris,"leaves glabrous (smooth, hairless) and glaucous (contains white waxy covering).",6,10,open areas around former homesteads.
http://extension.colostate.edu/county/jeffco/natural/plant_images/mertensia_ciliata_1_main_336x400.jpg,CHIMING BELLS,languid ladies,Mertensia ciliata,"leaves glabrous (hairless), sometimes with papillae (tiny wart-like structures) above.",6,8,"streamsides, near springs, ponds and other very moist areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/mertensia_lanceolata_400x303.jpg,FOOTHILL MERTENSIA,lanceleaf chiming bells,Mertensia lanceolata,leaves with less than 2 pairs of prominent veins in stem leaves; filaments attached near the top of the cylindrical corolla tube and projecting beyond the junction of the tube and expanded portion of the flower.,2,3,"dry, sunny fields and slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oxytropis_lambertii_288x400.jpg,LAMBERT LOCO,crazy pea,Oxytropis lambertii,keel (lower boat-shaped petal in the pea family) tip is pointed; calyx with appressed (lying flat) hairs; some of foliage hairs dolabriform (2-armed or pick-like).,6,7,"grasslands of the plains, mountain parks and foothills at 4,500 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oxytropis_sericea_400x382.jpg,ROCKY MOUNTAIN LOCO,white loco,Oxytropis sericea,keel (lower boat-shaped petal in the pea family) tip is pointed with a purple spot.,5,8,gravelly areas of open meadows and slopes.
http://extension.colostate.edu/county/jeffco/natural/plant_images/penstemon_glaber_310x400.jpg,MOUNTAIN BEARDTONGUE,Pike's Peak penstemon,Penstemon glaber,"staminode (5th sterile stamen) scarcely or shallowly notched, bearded with yellow hairs at the apex; anther sacs sparsely pubescent along the sides away from the line of dehiscence (point where anthers split at maturity).",6,8,"gravelly soils, roadsides at middle altitudes in the Front Range."
http://extension.colostate.edu/county/jeffco/natural/plant_images/phacelia_heterophylla_345x400.jpg,SCORPIONWEED,varileaf phacelia,Phacelia heterophylla,leaves entire (without indentations); flowers in cymes (opposite branched flower clusters); cyme helicoid (coiled like a snail); stamens exserted.,3,6,open or disturbed ground of the lower mountains.
http://extension.colostate.edu/county/jeffco/natural/plant_images/pinus_contorta_1_main_230x400.jpg,LODGEPOLE PINE,beach pine,Pinus contorta,needles in bundles of 2; cone scales bristle-tipped; cones persistent for several years after maturity; needle in cross-section with two vascular bundles.,5,5,"burned areas and dry slopes at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/pinus_ponderosa_1_main_293x400.jpg,PONDEROSA PINE,western yellow pine,Pinus ponderosa,"needles in packages (fascicles) of 3 or 2; female cones large, up to 6 inches long; male cones up to 2 inches long.",3,5,"exposed hillsides, mesas, and south-facing slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/polemonium_foliosissimum_259x400.jpg,LEAFY JACOB'S LADDER,leafy polemonium,Polemonium foliosissimum,corolla (whorl of petals) campanulate (bell-shaped); leaves mostly cauline (on stem); leaflets pubescent (hairy).,6,8,streamsides and meadows.
http://extension.colostate.edu/county/jeffco/natural/plant_images/populus_tremuloides_1_main_400x266.jpg,ASPEN,quaking aspen,Populus tremuloides,"tree with smooth greenish or whitish bark; leaves quake in breeze due to flattened petiole (leaf stem).",3,5,"moist slopes, streamsides, burned areas at 5,000 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/potentilla_hippiana_400x285.jpg,SILVERY POTENTILLA,wooly cinquefoil,Potentilla hippiana,"leaves pinnate with toothed leaflets, silvery-pubescent, often bi-colored; flowers 0.5 inch diameter; stems tufted.",6,8,"dry hillsides, gravelly slopes, trailsides, forest edges."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ribes_inerme_400x258.jpg,MOUNTAIN GOOSEBERRY,"common gooseberry, wild gooseberry",Ribes inerme,"stems with both prickles and spines; hypanthium (fused bases of stamens, petals and sepals) tubular.",3,5,"shaded, moist areas at 6,000 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/rosa_woodsii_1_main_400x316.jpg,WOODS ROSE,wild rose,Rosa woodsii,"leaflets 5 - 7; flowering stems with broad-based thorns, occasional bristles; sepals 2 mm wide at base.",6,8,"valleys, gulches, trailsides at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/scutellaria_brittonii_400x373.jpg,SKULLCAP,common skullcap,Scutellaria brittonii,leaves on the middle of the stem entire (without indentations).,3,6,"gravelly, dry openings in pine forests."
http://extension.colostate.edu/county/jeffco/natural/plant_images/thalictrum_fendleri_289x400.jpg,FENDLER MEADOWRUE,white meadowrue,Thalictrum fendleri,flowers mostly unisexual (either male or female); anthers much longer than wide; upper and lower edges of fruits mostly convex.,3,6,"meadows, aspen groves from 5,000 to 9,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/tragopogon_dubius_1_main_303x400.jpg,YELLOW SALSIFY,goatsbeard,Tragopogon dubius,flowers shorter than the phyllaries (bracts - small leaf-like structures - below a composite flower head); peduncles (stalk of a flower cluster) swollen in fruit.,6,8,"dry, hot valleys."
http://extension.colostate.edu/county/jeffco/natural/plant_images/trifolium_repens_400x353.jpg,WHITE DUTCH CLOVER,white clover,Trifolium repens,stems creeping and rooting at the nodes (point where leaves arise); calyx (sepals) glabrous (hairless) or pubescent (hairy) at the base.,6,8,"meadows, lawns, roadsides, pastures."
http://extension.colostate.edu/county/jeffco/natural/plant_images/urtica_gracilis_345x400.jpg,STINGING NETTLE,slender nettle,Urtica gracilis,leaves opposite (in pairs) glabrous (hairless) on upper surface with stinging hairs on lower surface.,6,9,"streamsides, irrigation ditches."
http://extension.colostate.edu/county/jeffco/natural/plant_images/verbascum_thapsus_357x400.jpg,MULLEIN,"common mullein, great mullein",Verbascum thapsus,leaves decurrent (base of leaves continue down the stem beyond the point of attachment); foliage woolly-pubescent (covered in dense hair-like wool).,6,9,"disturbed areas, roadsides, burned areas."
