flower_img_url,name,common_name,scientific_name,description,bloom_start,bloom_end,habitat
http://extension.colostate.edu/county/jeffco/natural/plant_images/hackelia_floribunda_311x400.jpg,STICKSEED FORGET-ME-NOT,false forget-me-not,Hackelia floribunda,flower clusters arising from leaf axils (angle between leaves and stem).,6,8,"forest clearings, slopes, roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/heliomeris_multiflora_329x400.jpg,SUNSPOTS,"goldeneye, showy goldeneye, small-headed sunflower",Heliomeris multiflora,"leaves opposite, narrowly elliptic (oval), bristly; flowering heads arranged in a cyme (opposite-branched with central, terminal head blooming first).",7,8,"roadsides, dry hillsides and forest openings at 4,500 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ipomopsis_aggregata_400x225.jpg,FAIRY TRUMPET,"skyrocket, scarlet gilia (red form), white gilia",Ipomopsis aggregata,ovary with 3 locules (compartments); corolla (petals) salverform (with a long narrow tube opening into a wider cup i.e. trumpet-shaped).,3,5,gravelly open areas.
http://extension.colostate.edu/county/jeffco/natural/plant_images/ligusticum_porteri_400x282.jpg,PORTER LOVAGE,osha,Ligusticum porteri,ultimate leaf lobes with many lateral veins as conspicuous as mid-vein; plant over 1 meter tall; flower cluster convex.,6,8,"ravines, forest openings, aspen groves."
http://extension.colostate.edu/county/jeffco/natural/plant_images/linaria_genistifolia_240x400.jpg,BROAD-LEAVED DALMATIAN TOADFLAX,Dalmatian toadflax,Linaria genistifolia,"leaves ovate (egg-shaped), glabrous (hairless) and glaucous (contains white waxy covering); corolla (collective term for petals) spurred.",6,8,disturbed areas; meadows.
http://extension.colostate.edu/county/jeffco/natural/plant_images/linaria_vulgaris_298x400.jpg,BUTTER AND EGGS,yellow toadflax,Linaria vulgaris,"leaves glabrous (smooth, hairless) and glaucous (contains white waxy covering).",6,10,open areas around former homesteads.
http://extension.colostate.edu/county/jeffco/natural/plant_images/medicago_lupulina_400x310.jpg,BLACK MEDIC,hop clover,Medicago lupulina,plants decumbent (lying flat on the ground except for the ascending tips of the branches); leaves trifoliolate (having 3 leaflets).,6,8,"disturbed areas, lawns, gardens, meadows."
http://extension.colostate.edu/county/jeffco/natural/plant_images/perideridia_gairdneri_380x400.jpg,YAMPA,"false caraway, squawroot, wild caraway.",Perideridia gairdneri,"leaflets linear (long, narrow) and entire (untoothed); plant very slender.",7,8,"wet meadows, aspen groves, slopes, valley floors."
http://extension.colostate.edu/county/jeffco/natural/plant_images/potentilla_hippiana_400x285.jpg,SILVERY POTENTILLA,wooly cinquefoil,Potentilla hippiana,"leaves pinnate with toothed leaflets, silvery-pubescent, often bi-colored; flowers 0.5 inch diameter; stems tufted.",6,8,"dry hillsides, gravelly slopes, trailsides, forest edges."
http://extension.colostate.edu/county/jeffco/natural/plant_images/rosa_woodsii_1_main_400x316.jpg,WOODS ROSE,wild rose,Rosa woodsii,"leaflets 5 - 7; flowering stems with broad-based thorns, occasional bristles; sepals 2 mm wide at base.",6,8,"valleys, gulches, trailsides at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/thalictrum_fendleri_289x400.jpg,FENDLER MEADOWRUE,white meadowrue,Thalictrum fendleri,flowers mostly unisexual (either male or female); anthers much longer than wide; upper and lower edges of fruits mostly convex.,3,6,"meadows, aspen groves from 5,000 to 9,500 feet elevation."
