flower_img_url,name,common_name,scientific_name,description,bloom_start,bloom_end,habitat
http://extension.colostate.edu/county/jeffco/natural/plant_images/erodium_cicutarium_1_main_400x275.jpg,REDSTEM FILAREE,"filaree, crane's bill, alfilaria, storksbill",Erodium cicutarium,carpel (seed pod section) tails hairy on inner side; leaves pinnately compound.,3,10,disturbed sites
http://extension.colostate.edu/county/jeffco/natural/plant_images/erysimum_asperum_326x400.jpg,WESTERN WALLFLOWER,"big wallflower, pretty wallflower",Erysimum asperum,siliques (mustard fruits) and pedicels (stalks) densely gray-pubescent (hairy); siliques spreading at a wide angle to the stem.,3,8,"open areas, slopes, meadows, valleys at 4,500 to 12,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/gaura_coccinea_252x400.jpg,SCARLET GAURA,scarlet beeblossom,Gaura coccinea,"flowers with parts in fours; inferior ovary (petals attached at top of ovary); stem ascending, seldom erect.",5,7,"dry grasslands, roadsides, sagebrush, lower altitudes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/gaura_mollis_397x400.jpg,VELVETY GAURA,velvetweed,Gaura mollis,plant with spreading branches at the top; sepals 1.5 - 3 mm long; petals 1.5 - 2 mm long.,3,10,"roadsides, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/grindelia_squarrosa_400x264.jpg,GUMWEED,curly-cup gumweed,Grindelia squarrosa,"cauline leaves oblong and sessile by a broad, clasping base; pappus (extension of the ovary) bristles smooth; phyllaries (bracts - small leaf-like structures - on the lower portion of the composite head) recurved and sticky.",6,8,"roadsides, fields, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/gutierrezia_sarothrae_400x317.jpg,SNAKEWEED,"broom snakeweed, matchbrush",Gutierrezia sarothrae,low and bushy growth form; phyllaries (bracts - small leaf-like structures - surrounding flower heads in the sunflower family) covered with a sticky exudate.,8,9,"dry sites at low altitudes (4,000 to 7,000 feet)."
http://extension.colostate.edu/county/jeffco/natural/plant_images/helianthus_annuus_299x400.jpg,COMMON SUNFLOWER,kansas sunflower,Helianthus annuus,phyllaries (exterior bracts - small leaf-like structures - of composite heads) hispid-ciliate (clothed with stiff bristle-like hairs along the margins); phyllaries with acuminate tips (drawn out into a long tip); leaves ovate.,6,8,"roadsides, fields."
http://extension.colostate.edu/county/jeffco/natural/plant_images/helianthus_petiolaris_400x290.jpg,PRAIRIE SUNFLOWER,narrowleaf sunflower,Helianthus petiolaris,"phyllaries (bracts - small leaf-like structures - below a composite flower head) lanceolate (lance-shaped), appressed hairy (with flattened hairs) and not ciliate (marginally fringed with hairs).",6,9,"roadsides, hillsides, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/helianthus_pumilus_257x400.jpg,BUSH SUNFLOWER,"dwarf sunflower, perennial sunflower, little sunflower",Helianthus pumilus,"leaves with petioles (stalks), mostly opposite (arising in pairs from same points on stem), ovate (egg-shaped); plant many-stemmed from base.",6,8,"canyons, hillsides, roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ipomopsis_aggregata_400x225.jpg,FAIRY TRUMPET,"skyrocket, scarlet gilia (red form), white gilia",Ipomopsis aggregata,ovary with 3 locules (compartments); corolla (petals) salverform (with a long narrow tube opening into a wider cup i.e. trumpet-shaped).,3,5,gravelly open areas.
http://extension.colostate.edu/county/jeffco/natural/plant_images/krascheninnikovia_lanata_319x400.jpg,WINTERFAT,white sage,Krascheninnikovia lanata,"hairy, white-mealy, spiny plant with inconspicuous greenish flowers, forming large pure stands on gravelly benches in the lower river valleys.",6,8,"Gravelly benches in lower river valleys; dry environments, such as sunny slopes, sandy plains, and alkali flats at 4,000 to 9,500 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/lactuca_serriola_290x400.jpg,PRICKLY LETTUCE,compass plant,Lactuca serriola,pappus (extension of the ovary) bright white; leaf margins and/or midrib and veins spiny.,6,8,"fields, gardens, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/leucocrinum_montanum_1_main_400x289.jpg,SAND LILY,star lily,Leucocrinum montanum,leaves grasslike; tepals (undifferentiated petals and sepals) united into a tube.,2,3,grasslands
http://extension.colostate.edu/county/jeffco/natural/plant_images/liatris_punctata_1_main_285x400.jpg,GAYFEATHER,blazing star,Liatris punctata,pappus (hair- or scale-like extension of the ovary) plumose (having feathery side branches) to the naked eye; flowers 3 - 8 per head; plant with several stems.,6,10,"dry, open slopes and roadsides from 5,000 to 8,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/linaria_genistifolia_240x400.jpg,BROAD-LEAVED DALMATIAN TOADFLAX,Dalmatian toadflax,Linaria genistifolia,"leaves ovate (egg-shaped), glabrous (hairless) and glaucous (contains white waxy covering); corolla (collective term for petals) spurred.",6,8,disturbed areas; meadows.
http://extension.colostate.edu/county/jeffco/natural/plant_images/lithospermum_incisum_400x262.jpg,NARROW-LEAF PUCCOON,"fringed gromwell, fringed puccoon, narrowleaf gromwell, narrowleaf stoneseed, puccoon",Lithospermum incisum,corolla (petals) tube 3 - 4 times longer than the calyx (sepals); corolla salverform (trumpet-shaped); corolla lobes fringed.,3,5,dry slopes and valleys.
http://extension.colostate.edu/county/jeffco/natural/plant_images/lupinus_argenteus_195x400.jpg,SILVERY LUPINE,lupine,Lupinus argenteus,"tip of keel (lower petal in pea family) long and slender, erect or slanting forward; leaves are palmately compound (divided like a hand); leaflets often conduplicate (folded lengthwise).",3,5,"open forests, hillsides and slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/lygodesmia_juncea_400x383.jpg,SKELETONWEED,rushpink,Lygodesmia juncea,"much-branched, almost leafless plant; heads with ray flowers only.",6,8,"gravelly soils, roadsides, slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/machaeranthera_bigelovii_400x343.jpg,BIGELOW'S TANSY ASTER,"tansy aster, purple tansy aster, sticky aster",Machaeranthera bigelovii,plants branched only in the inflorescence; leaves spiny or divided.,8,9,banks and roadsides.
http://extension.colostate.edu/county/jeffco/natural/plant_images/medicago_sativa_400x373.jpg,ALFALFA,"medic, lucerne",Medicago sativa,leaves pinnately trifoliate (divided into three with a stalked terminal leaflet); flowers in heads.,5,9,escaped from cultivation; found on roadsides.
http://extension.colostate.edu/county/jeffco/natural/plant_images/mertensia_lanceolata_400x303.jpg,FOOTHILL MERTENSIA,lanceleaf chiming bells,Mertensia lanceolata,leaves with less than 2 pairs of prominent veins in stem leaves; filaments attached near the top of the cylindrical corolla tube and projecting beyond the junction of the tube and expanded portion of the flower.,2,3,"dry, sunny fields and slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oenothera_albicaulis_362x400.jpg,PRAIRIE EVENING PRIMROSE,white-stemmed evening primrose,Oenothera albicaulis,"leaves broad and deeply pinnitafid (pinnately cleft into unstalked segments), wooly and grayish.",5,7,"bare, sandy, or clay flats."
http://extension.colostate.edu/county/jeffco/natural/plant_images/onosmodium_molle_271x400.jpg,MARBLESEED,false gromwell,Onosmodium molle,"leaves with stiff, appressed hairs; flowers form a cone with style protruding.",6,7,"gulches, meadows."
http://extension.colostate.edu/county/jeffco/natural/plant_images/opuntia_polyacantha_1_main_400x251.jpg,PRICKLY-PEAR CACTUS,hunger cactus,Opuntia polyacantha,"pads very spiny, not wrinkled; fruits dry and withering soon after ripening.",3,6,"sunny, rocky slopes at 3,500 to 7,200 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oxytropis_lambertii_288x400.jpg,LAMBERT LOCO,crazy pea,Oxytropis lambertii,keel (lower boat-shaped petal in the pea family) tip is pointed; calyx with appressed (lying flat) hairs; some of foliage hairs dolabriform (2-armed or pick-like).,6,7,"grasslands of the plains, mountain parks and foothills at 4,500 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oxytropis_sericea_400x382.jpg,ROCKY MOUNTAIN LOCO,white loco,Oxytropis sericea,keel (lower boat-shaped petal in the pea family) tip is pointed with a purple spot.,5,8,gravelly areas of open meadows and slopes.
http://extension.colostate.edu/county/jeffco/natural/plant_images/penstemon_secundiflorus_1_main_273x400.jpg,ONE-SIDED PENSTEMON,one-sided beardtongue,Penstemon secundiflorus,leaves glaucous (contains white waxy covering).,3,5,"sandy slopes, roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/pterogonum_alatum_215x400.jpg,WINGED BUCKWHEAT,winged eriogonum,Pterogonum alatum,"basal leaves oblanceolate (lance-shaped, with the broadest part at the apex); flower cluster a panicle (repeatedly branched flower cluster with stalked flowers).",6,8,"open hillsides, mesas and mountain parks."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ratibida_columnifera_400x298.jpg,PRAIRIE CONEFLOWER,mexican hat,Ratibida columnifera,"grows upright, freely branching in an open clump; leaves strigose (covered with sharp-pointed straight hairs which lay flat); leaves with narrow divisions.",6,9,outwash mesas and plains.
http://extension.colostate.edu/county/jeffco/natural/plant_images/rhus_aromatica_400x271.jpg,THREE-LEAF SUMAC,"skunkbrush, lemonadebush, squawbush",Rhus aromatica,"arching branches form dense, rounded shrub.  Red, hairy fruits; 3-parted leaves resemble poison ivy, to which skunkbrush is related, on a smaller scale.",3,5,"canyonsides and rimrock at 4,000 to 8,000 feet elevation.l"
http://extension.colostate.edu/county/jeffco/natural/plant_images/rosa_woodsii_1_main_400x316.jpg,WOODS ROSE,wild rose,Rosa woodsii,"leaflets 5 - 7; flowering stems with broad-based thorns, occasional bristles; sepals 2 mm wide at base.",6,8,"valleys, gulches, trailsides at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/salsola_australis_187x400.jpg,PRICKLY RUSSIAN THISTLE,"Russian thistle, tumbleweed.",Salsola australis,"leaves rigid, spine-tipped; plant with stiffly spreading branches, very spiny and not easily handled.",6,9,"roadsides, disturbed areas, fallow fields."
http://extension.colostate.edu/county/jeffco/natural/plant_images/senecio_spartioides_400x384.jpg,BROOM SENECIO,"butterweed, broomweed",Senecio spartioides,foliage mostly glabrous; phyllaries (bracts - small leaf-like structures - below composite heads) about 8.,6,9,"roadsides, disturbed areas, rocky slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/sphaeralcea_coccinea_1_main_294x400.jpg,COWBOY'S DELIGHT,"copper mallow, scarlet globemallow, scarlet falsemallow",Sphaeralcea coccinea,"lower leaves very deeply palmately (like a hand) divided, silvery from dense, stellate (star-shaped) hairs.",6,9,"roadsides, disturbed areas at 4,500 to 8,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/stephanomeria_pauciflora_400x308.jpg,WIRELETTUCE,brown plume wirelettuce,Stephanomeria pauciflora,"achenes smooth or nearly so, only longitudinally ribbed; plants low or tall; lower leaves usually disappearing by flowering time.",5,9,"canyons, rocks, openings, sandy, gravelly washes and slopes in desert shrub comunities, juniper woodlands, open sandy short-grass prairie."
http://extension.colostate.edu/county/jeffco/natural/plant_images/thelesperma_megapotamicum_400x295.jpg,COLORADO GREENTHREAD,rayless greenthread,Thelesperma megapotamicum,heads rayless or the very few rays are very short and inconspicuous.,5,10,generally distributed on the plains and outwash mesas.
http://extension.colostate.edu/county/jeffco/natural/plant_images/tragopogon_dubius_1_main_303x400.jpg,YELLOW SALSIFY,goatsbeard,Tragopogon dubius,flowers shorter than the phyllaries (bracts - small leaf-like structures - below a composite flower head); peduncles (stalk of a flower cluster) swollen in fruit.,6,8,"dry, hot valleys."
http://extension.colostate.edu/county/jeffco/natural/plant_images/verbascum_thapsus_357x400.jpg,MULLEIN,"common mullein, great mullein",Verbascum thapsus,leaves decurrent (base of leaves continue down the stem beyond the point of attachment); foliage woolly-pubescent (covered in dense hair-like wool).,6,9,"disturbed areas, roadsides, burned areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/verbena_bracteata_339x400.jpg,COMMON VERVAIN,bracted verbena,Verbena bracteata,"conspicuous floral bracts (small leaf-like structures) leaflike, equalling or exceeding the flowers; flowers in spikes; plant prostrate (lying flat on the ground).",3,10,"disturbed areas, roadsides, fields."
http://extension.colostate.edu/county/jeffco/natural/plant_images/viola_nuttallii_1_main_400x385.jpg,NUTTALL VIOLET,"yellow violet, yellow prairie violet",Viola nuttallii,"leaves narrowly lanceolate (lance-shaped) or lance-elliptic (oval), at least 3 times long as wide.",3,7,"meadows, open slopes, often blooming in the protection of rocks at 5,000 to 11,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/virgulus_ericoides_286x400.jpg,MANY-FLOWERED ASTER,"heath aster, tufted white prairie aster",Virgulus ericoides,closely packed overlapping white flowers are distinctive; involucre (bracts - small leaf-like structures - that subtend a flower cluster; in sunflowers known as phyllaries) less than 0.25 inch tall; ray-flowers less than 20; stem hairs appressed or ascending.,7,10,"dry ground along roads and fences, on sandy hillsides, and in openings in woods."
http://extension.colostate.edu/county/jeffco/natural/plant_images/virgulus_falcatus_137x400.jpg,WHITE ASTER,"western heath, white prairie aster",Virgulus falcatus,"involucre (cluster of bracts - small leaf-like structures - at the base of flower cluster; in sunflowers, phyllaries) more than 0.25 inch tall; ray flowers 20 - 30 or more; stem hairs spreading.",9,10,"roadsides, fallow fields."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ximenesia_encelioides_392x400.jpg,COWPEN DAISY,crownbeard; cowpen daisy,Ximenesia encelioides,"Up to 2' tall, smelly, with much branched hairy grayish stem.",6,10,disturbed dry ground.
http://extension.colostate.edu/county/jeffco/natural/plant_images/yucca_glauca_266x400.jpg,YUCCA,"spanish bayonet, soapweed",Yucca glauca,"flowers erect, drooping only in age; flowers in simple, narrow panicles (repeatedly branched flower cluster with stalked flowers).",6,6,"rocky areas on the plains and foothills; found up to 8,500 feet elevation."
