flower_img_url,name,common_name,scientific_name,description,bloom_start,bloom_end,habitat
http://extension.colostate.edu/county/jeffco/natural/plant_images/lupinus_argenteus_195x400.jpg,SILVERY LUPINE,lupine,Lupinus argenteus,"tip of keel (lower petal in pea family) long and slender, erect or slanting forward; leaves are palmately compound (divided like a hand); leaflets often conduplicate (folded lengthwise).",3,5,"open forests, hillsides and slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/mahonia_repens_400x289.jpg,CREEPING HOLLYGRAPE,"Oregon grape, holly-grape, creeping oregon grape",Mahonia repens,above-ground stem short or lacking; leaflets broad with a few spiny teeth.,3,5,uplands and open coniferous forests.
http://extension.colostate.edu/county/jeffco/natural/plant_images/mertensia_lanceolata_400x303.jpg,FOOTHILL MERTENSIA,lanceleaf chiming bells,Mertensia lanceolata,leaves with less than 2 pairs of prominent veins in stem leaves; filaments attached near the top of the cylindrical corolla tube and projecting beyond the junction of the tube and expanded portion of the flower.,2,3,"dry, sunny fields and slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oxytropis_lambertii_288x400.jpg,LAMBERT LOCO,crazy pea,Oxytropis lambertii,keel (lower boat-shaped petal in the pea family) tip is pointed; calyx with appressed (lying flat) hairs; some of foliage hairs dolabriform (2-armed or pick-like).,6,7,"grasslands of the plains, mountain parks and foothills at 4,500 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/penstemon_secundiflorus_1_main_273x400.jpg,ONE-SIDED PENSTEMON,one-sided beardtongue,Penstemon secundiflorus,leaves glaucous (contains white waxy covering).,3,5,"sandy slopes, roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/pinus_ponderosa_1_main_293x400.jpg,PONDEROSA PINE,western yellow pine,Pinus ponderosa,"needles in packages (fascicles) of 3 or 2; female cones large, up to 6 inches long; male cones up to 2 inches long.",3,5,"exposed hillsides, mesas, and south-facing slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/prunus_americana_400x249.jpg,WILD PLUM,american plum,Prunus americana,twigs terminate in coarse thorns; flowers in clusters on short stems; leaves and twigs glabrous (smooth).,3,5,forms dense thickets on sides of gulches in foothills.
http://extension.colostate.edu/county/jeffco/natural/plant_images/rosa_woodsii_1_main_400x316.jpg,WOODS ROSE,wild rose,Rosa woodsii,"leaflets 5 - 7; flowering stems with broad-based thorns, occasional bristles; sepals 2 mm wide at base.",6,8,"valleys, gulches, trailsides at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/scutellaria_brittonii_400x373.jpg,SKULLCAP,common skullcap,Scutellaria brittonii,leaves on the middle of the stem entire (without indentations).,3,6,"gravelly, dry openings in pine forests."
http://extension.colostate.edu/county/jeffco/natural/plant_images/tragopogon_dubius_1_main_303x400.jpg,YELLOW SALSIFY,goatsbeard,Tragopogon dubius,flowers shorter than the phyllaries (bracts - small leaf-like structures - below a composite flower head); peduncles (stalk of a flower cluster) swollen in fruit.,6,8,"dry, hot valleys."
http://extension.colostate.edu/county/jeffco/natural/plant_images/verbascum_thapsus_357x400.jpg,MULLEIN,"common mullein, great mullein",Verbascum thapsus,leaves decurrent (base of leaves continue down the stem beyond the point of attachment); foliage woolly-pubescent (covered in dense hair-like wool).,6,9,"disturbed areas, roadsides, burned areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/yucca_glauca_266x400.jpg,YUCCA,"spanish bayonet, soapweed",Yucca glauca,"flowers erect, drooping only in age; flowers in simple, narrow panicles (repeatedly branched flower cluster with stalked flowers).",6,6,"rocky areas on the plains and foothills; found up to 8,500 feet elevation."
