flower_img_url,name,common_name,scientific_name,description,bloom_start,bloom_end,habitat
http://extension.colostate.edu/county/jeffco/natural/plant_images/carduus_nutans_1_main_400x278.jpg,MUSK THISTLE,"nodding thistle, bristle thistle",Carduus nutans,heads with disk flowers only; pappus (extension of the ovary in sunflower family) barbellate (with short barbs); outer phyllaries (bracts - small leaf-like structures - that subtend a composite flower head) spreading-reflexed (bent backwards).,6,8,"neglected fields, overgrazed meadows and roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/castilleja_integra_1_main_400x380.jpg,FOOTHILLS PAINTBRUSH,orange indian paintbrush,Castilleja integra,"calyx incised equally above and below; bracts (small leaf-like structures) broad and more conspicuous than calyx (sepals); leaves and stems tomentose (covered with wooly, multidirectional hairs); bracts orange.",6,8,grasslands of the foothills from Rocky Flats south; South Park.
http://extension.colostate.edu/county/jeffco/natural/plant_images/cercocarpus_montanus_1_main_400x242.jpg,MOUNTAIN MAHOGANY,alderleaf mountain mahogany,Cercocarpus montanus,leaves densely pubescent (hairy) underneath.,6,6,"dry, rocky slopes at 4,500 to 9,000 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/chondrosum_gracile_363x400.jpg,BLUE GRAMA,blue grama grass,Chondrosum gracile,"spike forms at the end of the rachis (axis of the flower); long hairs at the collar (where the blade joins the sheath - the part that surrounds the stem - of a grass leaf).",6,8,"grasslands of the plains, foothills, and intermountain parks at 3,200 to 9,700 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/clematis_ligusticifolia_400x271.jpg,WESTERN VIRGIN'S BOWER,virgin's bower,Clematis ligusticifolia,tepals (undifferentiated petals and sepals) 4 and thin; flowers imperfect (either male or female); styles becoming long and feathery in fruit.,6,8,"valley bottoms; riparian areas at 4,000 to 7,500 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/collomia_linearis_194x400.jpg,TINY TRUMPET,"collomia, narrow-leaf mountain-trumpet, slenderleaf collomia",Collomia linearis,"leaves lanceolate (lance-shaped); flowers in a dense terminal cluster surrounded by enlarged, leaf-like bracts (small leaf-like structures).",5,8,"roadsides, grasslands, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/conyza_canadensis_400x303.jpg,HORSEWEED,"marestail, butterweed",Conyza canadensis,"ray flowers minute, rarely exceeding the involucre (cluster of bracts - small leaf-like structures - at the base of flower cluster; in sunflowers, phyllaries); leaves linear, alternate, crowded on stem; heads numerous in diffuse panicles (branched flower cluster with stalked flowers).",6,8,"pastures, meadows, cultivated fields, roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/corallorhiza_maculata_297x400.jpg,SPOTTED CORALROOT,summer coralroot,Corallorhiza maculata,"plant reddish-brown, lacking chlorophyll; lip (lowest petal) unequally lobed, with 2 side lobes near the base of the lip; lip spotted with purple; occasional albino plants are totally yellow.",5,8,dry pine forests.
http://extension.colostate.edu/county/jeffco/natural/plant_images/erigeron_flagellaris_400x380.jpg,WHIPLASH DAISY,"whiplash erigeron, trailing daisy, trailing fleabane",Erigeron flagellaris,stolons ( horizontal stems that take root as in the strawberry) rooting at the tips; stem hairs appressed (lying flat); pappus (hairlike extension of the ovary) of 2 rows of bristles of different lengths.,3,8,"dry meadows at 6,500 to 10,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/eriogonum_umbellatum_1_main_301x400.jpg,SULPHUR FLOWER,sulfur buckwheat,Eriogonum umbellatum,"grows in broad, loose mats; perianth (petals and sepals) narrowed at the base to a stipe (stalk) and externally glabrous (smooth).",6,8,"forest openings, dry meadows, rocky slopes at 5,000 to 11,500 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/erysimum_asperum_326x400.jpg,WESTERN WALLFLOWER,"big wallflower, pretty wallflower",Erysimum asperum,siliques (mustard fruits) and pedicels (stalks) densely gray-pubescent (hairy); siliques spreading at a wide angle to the stem.,3,8,"open areas, slopes, meadows, valleys at 4,500 to 12,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/frasera_speciosa_232x400.jpg,GREEN GENTIAN,"monument plant, elkweed",Frasera speciosa,"fleshy leaves in whorls; blooming plant tall, up to 6 ft.; flowers greenish-white.",6,8,pine forests and meadows.
http://extension.colostate.edu/county/jeffco/natural/plant_images/galium_septentrionale_177x400.jpg,BEDSTRAW,northern bedstraw,Galium septentrionale,"leaves lanceolate (lance-shaped), blunt-tipped, 4 at a node (point on a stem where leaves or branches occur); inflorescence (flower cluster) pyramidal.",5,8,moist meadows and woodlands.
http://extension.colostate.edu/county/jeffco/natural/plant_images/geranium_caespitosum_1_main_338x400.jpg,PARRY GERANIUM,wild geranium,Geranium caespitosum,"plants with many hairy stems, these often sprawling.",5,8,"dry slopes, meadows, forest openings."
http://extension.colostate.edu/county/jeffco/natural/plant_images/grindelia_squarrosa_400x264.jpg,GUMWEED,curly-cup gumweed,Grindelia squarrosa,"cauline leaves oblong and sessile by a broad, clasping base; pappus (extension of the ovary) bristles smooth; phyllaries (bracts - small leaf-like structures - on the lower portion of the composite head) recurved and sticky.",6,8,"roadsides, fields, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/holodiscus_discolor_400x255.jpg,ROCK SPIREA,"mountain spray, ocean spray",Holodiscus discolor,"flowers in terminal, many-flowered panicles (repeatedly branched flower clusters).",6,8,"shaded cliff-faces, rocky slopes, hillsides, riverbottoms at 4,500 to 11,000 feet."
http://extension.colostate.edu/county/jeffco/natural/plant_images/hydrophyllum_fendleri_400x330.jpg,FENDLER WATERLEAF,white waterleaf,Hydrophyllum fendleri,"leaves with sharply serrate (with forward-pointing teeth, like a saw) lobes.",5,8,streamside woodlands.
http://extension.colostate.edu/county/jeffco/natural/plant_images/ipomopsis_aggregata_400x225.jpg,FAIRY TRUMPET,"skyrocket, scarlet gilia (red form), white gilia",Ipomopsis aggregata,ovary with 3 locules (compartments); corolla (petals) salverform (with a long narrow tube opening into a wider cup i.e. trumpet-shaped).,3,5,gravelly open areas.
http://extension.colostate.edu/county/jeffco/natural/plant_images/jamesia_americana_304x400.jpg,WAXFLOWER,Jamesia,Jamesia americana,"leaves crenate (with rounded teeth), hairy beneath.",3,5,"foothill canyons and on southern slopes at higher elevations (5,000 to 11,000 feet)."
http://extension.colostate.edu/county/jeffco/natural/plant_images/lactuca_serriola_290x400.jpg,PRICKLY LETTUCE,compass plant,Lactuca serriola,pappus (extension of the ovary) bright white; leaf margins and/or midrib and veins spiny.,6,8,"fields, gardens, disturbed areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/linaria_genistifolia_240x400.jpg,BROAD-LEAVED DALMATIAN TOADFLAX,Dalmatian toadflax,Linaria genistifolia,"leaves ovate (egg-shaped), glabrous (hairless) and glaucous (contains white waxy covering); corolla (collective term for petals) spurred.",6,8,disturbed areas; meadows.
http://extension.colostate.edu/county/jeffco/natural/plant_images/linaria_vulgaris_298x400.jpg,BUTTER AND EGGS,yellow toadflax,Linaria vulgaris,"leaves glabrous (smooth, hairless) and glaucous (contains white waxy covering).",6,10,open areas around former homesteads.
http://extension.colostate.edu/county/jeffco/natural/plant_images/lupinus_argenteus_195x400.jpg,SILVERY LUPINE,lupine,Lupinus argenteus,"tip of keel (lower petal in pea family) long and slender, erect or slanting forward; leaves are palmately compound (divided like a hand); leaflets often conduplicate (folded lengthwise).",3,5,"open forests, hillsides and slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/mahonia_repens_400x289.jpg,CREEPING HOLLYGRAPE,"Oregon grape, holly-grape, creeping oregon grape",Mahonia repens,above-ground stem short or lacking; leaflets broad with a few spiny teeth.,3,5,uplands and open coniferous forests.
http://extension.colostate.edu/county/jeffco/natural/plant_images/medicago_lupulina_400x310.jpg,BLACK MEDIC,hop clover,Medicago lupulina,plants decumbent (lying flat on the ground except for the ascending tips of the branches); leaves trifoliolate (having 3 leaflets).,6,8,"disturbed areas, lawns, gardens, meadows."
http://extension.colostate.edu/county/jeffco/natural/plant_images/medicago_sativa_400x373.jpg,ALFALFA,"medic, lucerne",Medicago sativa,leaves pinnately trifoliate (divided into three with a stalked terminal leaflet); flowers in heads.,5,9,escaped from cultivation; found on roadsides.
http://extension.colostate.edu/county/jeffco/natural/plant_images/mertensia_ciliata_1_main_336x400.jpg,CHIMING BELLS,languid ladies,Mertensia ciliata,"leaves glabrous (hairless), sometimes with papillae (tiny wart-like structures) above.",6,8,"streamsides, near springs, ponds and other very moist areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/monarda_fistulosa_1_main_400x296.jpg,HORSEMINT,"beebalm, bergamot",Monarda fistulosa,"corolla (petals) two-lipped, more than 10 mm., rose-pink; fertile stamens 2.",6,8,"streamsides, canyonsides, ravines and meadows."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oreobatus_deliciosus_1_main_400x275.jpg,BOULDER RASPBERRY,Rocky Mountain raspberry,Oreobatus deliciosus,leaves 1 to 2.5 inches wide with rounded lobes.,6,8,"canyons of the Front Range, Arkansas Valley and San Luis Valley."
http://extension.colostate.edu/county/jeffco/natural/plant_images/oxytropis_lambertii_288x400.jpg,LAMBERT LOCO,crazy pea,Oxytropis lambertii,keel (lower boat-shaped petal in the pea family) tip is pointed; calyx with appressed (lying flat) hairs; some of foliage hairs dolabriform (2-armed or pick-like).,6,7,"grasslands of the plains, mountain parks and foothills at 4,500 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/penstemon_glaber_310x400.jpg,MOUNTAIN BEARDTONGUE,Pike's Peak penstemon,Penstemon glaber,"staminode (5th sterile stamen) scarcely or shallowly notched, bearded with yellow hairs at the apex; anther sacs sparsely pubescent along the sides away from the line of dehiscence (point where anthers split at maturity).",6,8,"gravelly soils, roadsides at middle altitudes in the Front Range."
http://extension.colostate.edu/county/jeffco/natural/plant_images/phacelia_heterophylla_345x400.jpg,SCORPIONWEED,varileaf phacelia,Phacelia heterophylla,leaves entire (without indentations); flowers in cymes (opposite branched flower clusters); cyme helicoid (coiled like a snail); stamens exserted.,3,6,open or disturbed ground of the lower mountains.
http://extension.colostate.edu/county/jeffco/natural/plant_images/physocarpus_monogynus_400x296.jpg,ROCKY MOUNTAIN NINEBARK,ninebark,Physocarpus monogynus,flowers in umbellate clusters (stalked flowers arising from the same point); leaves palmately lobed; shredded bark.,6,8,"gulches, rocky slopes, forest openings."
http://extension.colostate.edu/county/jeffco/natural/plant_images/pinus_ponderosa_1_main_293x400.jpg,PONDEROSA PINE,western yellow pine,Pinus ponderosa,"needles in packages (fascicles) of 3 or 2; female cones large, up to 6 inches long; male cones up to 2 inches long.",3,5,"exposed hillsides, mesas, and south-facing slopes."
http://extension.colostate.edu/county/jeffco/natural/plant_images/populus_tremuloides_1_main_400x266.jpg,ASPEN,quaking aspen,Populus tremuloides,"tree with smooth greenish or whitish bark; leaves quake in breeze due to flattened petiole (leaf stem).",3,5,"moist slopes, streamsides, burned areas at 5,000 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/potentilla_hippiana_400x285.jpg,SILVERY POTENTILLA,wooly cinquefoil,Potentilla hippiana,"leaves pinnate with toothed leaflets, silvery-pubescent, often bi-colored; flowers 0.5 inch diameter; stems tufted.",6,8,"dry hillsides, gravelly slopes, trailsides, forest edges."
http://extension.colostate.edu/county/jeffco/natural/plant_images/prunella_vulgaris_259x400.jpg,SELF-HEAL,heal-all,Prunella vulgaris,leaves lance-ovate; upper pair of stamens shorter than the lower pair; leaves entire (without teeth).,5,9,"moist, shaded meadows, streamsides and roadsides."
http://extension.colostate.edu/county/jeffco/natural/plant_images/pterogonum_alatum_215x400.jpg,WINGED BUCKWHEAT,winged eriogonum,Pterogonum alatum,"basal leaves oblanceolate (lance-shaped, with the broadest part at the apex); flower cluster a panicle (repeatedly branched flower cluster with stalked flowers).",6,8,"open hillsides, mesas and mountain parks."
http://extension.colostate.edu/county/jeffco/natural/plant_images/quercus_gambelii_1_main_400x271.jpg,GAMBEL OAK,scrub oak,Quercus gambelii,"leaves usually over 2 inches long, not rigid.",3,5,"foothills, Jefferson County and south at 5,000 to 9,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ribes_inerme_400x258.jpg,MOUNTAIN GOOSEBERRY,"common gooseberry, wild gooseberry",Ribes inerme,"stems with both prickles and spines; hypanthium (fused bases of stamens, petals and sepals) tubular.",3,5,"shaded, moist areas at 6,000 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/rosa_woodsii_1_main_400x316.jpg,WOODS ROSE,wild rose,Rosa woodsii,"leaflets 5 - 7; flowering stems with broad-based thorns, occasional bristles; sepals 2 mm wide at base.",6,8,"valleys, gulches, trailsides at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/scrophularia_lanceolata_161x400.jpg,FIGWORT,"lance-leaf figwort, bunny-in-the-grass",Scrophularia lanceolata,square stem.,5,8,"disturbed areas such as fencerows, ravines, roadside ditches and around buildings."
http://extension.colostate.edu/county/jeffco/natural/plant_images/tragopogon_dubius_1_main_303x400.jpg,YELLOW SALSIFY,goatsbeard,Tragopogon dubius,flowers shorter than the phyllaries (bracts - small leaf-like structures - below a composite flower head); peduncles (stalk of a flower cluster) swollen in fruit.,6,8,"dry, hot valleys."
http://extension.colostate.edu/county/jeffco/natural/plant_images/trifolium_repens_400x353.jpg,WHITE DUTCH CLOVER,white clover,Trifolium repens,stems creeping and rooting at the nodes (point where leaves arise); calyx (sepals) glabrous (hairless) or pubescent (hairy) at the base.,6,8,"meadows, lawns, roadsides, pastures."
http://extension.colostate.edu/county/jeffco/natural/plant_images/verbascum_thapsus_357x400.jpg,MULLEIN,"common mullein, great mullein",Verbascum thapsus,leaves decurrent (base of leaves continue down the stem beyond the point of attachment); foliage woolly-pubescent (covered in dense hair-like wool).,6,9,"disturbed areas, roadsides, burned areas."
