flower_img_url,name,common_name,scientific_name,description,bloom_start,bloom_end,habitat
http://extension.colostate.edu/county/jeffco/natural/plant_images/pulsatilla_ludoviciana_1_main_269x400.jpg,PASQUE FLOWER,Easter flower,Pulsatilla ludoviciana,tepals (undifferentiated petals and sepals) overlapping; upper stem leaves form a whorl below the flower; leaves and stems pubescent (hairy).,3,5,"open forests at 8,500 to 11,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/ribes_inerme_400x258.jpg,MOUNTAIN GOOSEBERRY,"common gooseberry, wild gooseberry",Ribes inerme,"stems with both prickles and spines; hypanthium (fused bases of stamens, petals and sepals) tubular.",3,5,"shaded, moist areas at 6,000 to 10,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/rosa_woodsii_1_main_400x316.jpg,WOODS ROSE,wild rose,Rosa woodsii,"leaflets 5 - 7; flowering stems with broad-based thorns, occasional bristles; sepals 2 mm wide at base.",6,8,"valleys, gulches, trailsides at 6,000 to 11,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/rubus_idaeus_375x400.jpg,WILD RED RASPBERRY,wild raspberry,Rubus idaeus,stems with prickles; leaves glaucous (contains white waxy covering) underneath.,6,8,moist forests and slopes.
http://extension.colostate.edu/county/jeffco/natural/plant_images/silene_acaulis_1_main_336x400.jpg,MOSS CAMPION,moss pink,Silene acaulis,"low, densely matted, moss-like; flowers erect with reflexed (bent abruptly downward) petals, calyx (ring of sepals) 3/8 in long.; leaves mostly basal, grasslike, bright green, to 1.5 inch long with bristly margins.",6,8,"ridges, slopes, hillsides, rock crevices at 8,500 to 13,000 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/thalictrum_fendleri_289x400.jpg,FENDLER MEADOWRUE,white meadowrue,Thalictrum fendleri,flowers mostly unisexual (either male or female); anthers much longer than wide; upper and lower edges of fruits mostly convex.,3,6,"meadows, aspen groves from 5,000 to 9,500 feet elevation."
http://extension.colostate.edu/county/jeffco/natural/plant_images/trifolium_nanum_400x244.jpg,DWARF CLOVER,deer clover,Trifolium nanum,"1-3 flowers per head; flowers reddish, purplish, or whitish; leaves basal, stalked, sharply pointed; mat forming plant.",6,7,"meadows, gravelly slopes, rocky ridges."
http://extension.colostate.edu/county/jeffco/natural/plant_images/urtica_gracilis_345x400.jpg,STINGING NETTLE,slender nettle,Urtica gracilis,leaves opposite (in pairs) glabrous (hairless) on upper surface with stinging hairs on lower surface.,6,9,"streamsides, irrigation ditches."
http://extension.colostate.edu/county/jeffco/natural/plant_images/verbascum_thapsus_357x400.jpg,MULLEIN,"common mullein, great mullein",Verbascum thapsus,leaves decurrent (base of leaves continue down the stem beyond the point of attachment); foliage woolly-pubescent (covered in dense hair-like wool).,6,9,"disturbed areas, roadsides, burned areas."
http://extension.colostate.edu/county/jeffco/natural/plant_images/viola_adunca_373x400.jpg,EARLY BLUE VIOLET,mountain blue violet,Viola adunca,leaves pubescent (hairy); leaves seldom clearly cordate (heart-shaped).,5,8,"meadows, streamsides, aspen groves."
http://extension.colostate.edu/county/jeffco/natural/plant_images/yucca_glauca_266x400.jpg,YUCCA,"spanish bayonet, soapweed",Yucca glauca,"flowers erect, drooping only in age; flowers in simple, narrow panicles (repeatedly branched flower cluster with stalked flowers).",6,6,"rocky areas on the plains and foothills; found up to 8,500 feet elevation."
